filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
00.00854.wav,40000,0.40375414,0.083988465,0.34384114,0.00476423,2903.7928183751765,387325.2698065484,3006.934886270756,78334.32206314722,6640.500895182292,1568696.5733725163,0.1024599428530092,0.0017361942581597,-0.0005052789,0.07181928,129.19921875,11.8961115,897.63586,67.8368,338.24225,14.739496,122.280174,22.37656,103.95741,11.108235,79.84091,13.029523,91.43958,8.470803,45.56489,9.467641,48.432617,2.9932842,47.542576,8.854555,44.030888,1.505275,37.368614,10.025145,47.91936,1.0815547,32.768574,0.63527733,23.98743,-1.980844,20.132463,-1.1357543,31.069662,-5.312395,40.346336,0.422819,27.733032,1.3740329,27.672478,4.994578,66.45564,00
00.00840.wav,40000,0.43639186,0.08535268,0.36467588,0.01072801,2832.8366651782726,666656.2866513411,2828.1839174774814,130263.15981791345,6216.316731770833,1967043.8909365071,0.1125465675636574,0.0035309217543186,2.886572e-05,0.06864552,129.19921875,7.9878125,1917.3345,70.479805,496.6402,9.466252,562.2359,22.64407,248.99251,6.8281035,111.00038,12.568151,100.56406,4.4645305,64.97198,14.531702,66.83519,-4.423902,58.21548,5.9749584,155.7154,0.2819817,48.778152,5.796744,60.63223,4.566105,57.31273,4.487263,57.03558,0.33008674,48.59332,2.5845556,42.44018,-2.7128885,50.071995,3.7188094,101.599174,3.6376464,57.36807,5.019294,49.97461,00
00.00698.wav,40000,0.26447964,0.086882666,0.16166303,0.0032344593,2774.942561187658,1112698.3533829113,2814.9123046841555,164514.65493534203,6153.8604736328125,3775698.642646894,0.1180397316261574,0.0080522420178633,-1.02121e-05,0.020236319,83.35433467741936,-97.170944,3827.2202,72.37591,968.0601,6.2420473,412.7095,19.00812,186.94977,8.89247,154.9761,2.0116339,196.63223,1.9259217,100.841415,-5.841794,132.13644,-9.873881,110.98123,-3.2697225,129.61038,-17.516495,79.208916,-3.6480825,107.24613,-11.310719,100.32494,-2.7212942,66.67585,-16.16372,82.90956,-2.7997174,35.65757,-9.880091,39.110123,-3.103245,74.65648,-4.4459925,63.747818,-0.45230898,42.13572,00
00.00868.wav,40000,0.3842223,0.08769903,0.3295307,0.0057772542,2650.3305912368637,604165.7428213326,2709.4833019533307,144983.98499566343,5709.488932291667,2247798.5644174945,0.1065357349537037,0.0023205330996519,7.8835124e-05,0.05491106,107.666015625,11.685739,1828.4977,77.08085,521.93164,7.255017,291.005,34.13847,298.95816,7.145688,118.43946,8.521572,112.60956,2.192895,60.795414,7.194102,48.586826,-1.0706855,55.796413,5.86301,53.567524,-2.9949384,48.88108,0.8135564,40.70345,-2.6368713,36.88172,3.5534124,30.65195,-3.64619,23.643545,-0.30023837,37.24312,-8.393467,26.35907,-1.081977,26.302052,-3.5744543,24.284374,-1.4107332,31.869602,00
00.00288.wav,40000,0.27613485,0.092323385,0.12815507,0.0013375086,2168.7742736802165,639652.6760123951,2727.485442481745,247021.94740678687,5089.3625895182295,4551082.615925827,0.0693562825520833,0.0021354761664514,-1.3568148e-06,0.014123783,198.76802884615384,-151.74544,3247.8572,102.6824,971.54266,23.106693,256.65192,22.145985,357.68842,9.305823,203.40808,-7.854813,324.5355,13.326972,189.74637,-12.451945,164.10306,3.7754793,116.93647,3.8792052,59.83041,-9.411279,57.125896,4.4994683,80.84894,-12.2173395,76.15084,2.6804945,91.317184,-8.535519,58.32478,-1.8352594,28.17726,-9.862705,67.64272,-5.8658843,72.82064,-3.3177378,71.44526,-5.6153097,39.272366,00
00.00920.wav,40000,0.5567861,0.078289725,0.3018916,0.0016974086,3130.949058728406,139348.87795138577,2609.9444895097135,22372.30390890542,6082.432047526042,384146.6960269544,0.1603144892939814,0.0034814535631237,8.0902784e-05,0.04698359,129.19921875,44.68796,1640.7673,52.274418,212.33069,-19.119394,149.109,31.369362,137.74727,-1.2591888,39.91204,14.610869,71.893936,-0.42767757,44.01512,8.872111,63.71373,1.0141923,76.64842,5.914855,44.253567,-3.8994935,31.650284,2.5395143,67.01373,-7.914216,40.506805,-0.5247083,46.52597,-4.9848757,28.416306,1.093511,22.314928,-7.0404735,27.565508,-3.0603669,17.54857,-6.1193666,28.776302,-1.0199431,27.029123,00
00.00934.wav,40000,0.36228028,0.082927294,0.26955515,0.0016477895,2356.214343619497,819349.3433065331,2439.791755505054,141427.40188058105,4888.734944661458,2634250.2181190583,0.1163488317418981,0.004705536998144,6.156367e-05,0.049776774,129.19921875,-16.220469,847.75665,91.913055,1079.5214,4.4930468,265.61154,32.699917,126.621574,6.4386487,129.15697,8.737685,46.872623,-5.5539527,78.10006,8.4797,31.298227,-2.4547727,69.76408,3.5860868,30.794065,2.6408038,36.20177,-0.091543764,23.987309,-1.0680578,36.06668,1.3027316,47.62709,-5.2983737,43.170403,0.063472025,33.474106,-7.86112,50.59797,1.6826525,48.359104,-5.354742,42.455883,2.1750455,38.59134,00
00.00908.wav,40000,0.36718702,0.0864817,0.21972826,0.008687744,1966.596662138539,994826.4910983308,2519.859611882331,340403.9486037634,4495.355224609375,4863485.370092094,0.0701768663194444,0.0030145549479825,-0.00012823584,0.03349736,151.99908088235293,-96.42933,1548.3202,106.39202,1061.7148,24.15928,451.87817,39.20911,233.46535,21.194572,88.01943,-4.089153,148.57527,-0.47759664,55.034637,10.386491,87.31823,-0.44457582,51.091167,8.167293,53.118797,-4.5436664,41.670444,4.2326174,37.180397,-3.7802966,52.18001,4.4785366,46.28812,0.9474555,50.137817,2.9550917,41.880417,-0.63052106,37.51716,0.40953934,39.879795,-4.757912,42.2334,2.4514375,37.485203,00
00.00712.wav,40000,0.26999527,0.08398691,0.3655897,0.004433889,2220.7091163939617,293186.94356442796,2398.46131255889,95930.0661895956,4637.813313802083,1440063.8292067582,0.1013251410590277,0.0014532053452215,-1.1309252e-05,0.087491624,151.99908088235293,17.444656,1185.9418,97.44251,341.39078,-8.8311205,202.12764,16.623093,209.23601,-7.779325,114.00237,-1.3905243,102.737144,-1.0690491,77.179146,2.3339367,55.04304,-2.2131798,49.228767,8.025252,68.37064,0.73943764,42.461056,2.0589185,43.143726,-3.4478369,37.4419,-6.3853617,38.343613,-2.6996934,37.65067,-0.74117804,44.606346,-0.2852225,66.467834,5.2531285,41.039433,-5.2987537,51.884384,-4.535559,86.38333,00
00.00074.wav,40000,0.27687898,0.09000846,0.06423448,0.001301276,1580.9125994505655,932064.2675639848,2037.443330401718,430382.1326963068,3151.025390625,4425666.377842426,0.0547191478587962,0.0033996911982613,7.361538e-08,0.0038796645,161.4990234375,-252.58182,7402.1226,129.32346,1675.5264,6.514227,207.48878,11.498707,335.06506,13.665245,83.55766,4.0655165,82.58185,1.6817055,93.387764,-3.2827098,73.66879,-10.581285,50.972916,1.386634,77.7192,-9.420487,93.68605,-6.955026,34.467644,-11.084762,37.532238,-6.557839,44.541203,-8.486426,32.251804,-6.1470184,72.355995,-6.5134854,81.15417,-6.0841837,38.384174,-11.244157,31.635096,-7.5065317,81.32084,00
00.00060.wav,40000,0.3039207,0.08334941,0.2673261,0.0029055993,1930.11449236435,413110.6776290356,2505.180814782081,96385.92713934844,4500.738525390625,2420135.1061090827,0.0632459852430555,0.0010555782067922,-1.6591443e-05,0.051927693,107.666015625,-55.00227,1290.9711,104.0481,519.01666,23.731564,142.73875,32.9311,125.98956,13.959496,69.37041,6.6243114,48.069256,-5.2856407,64.0608,13.704311,78.67856,-8.137017,36.234253,5.0236335,66.517685,-0.27508214,37.085014,-0.87080765,47.38742,-0.82796323,53.4059,2.4690425,33.2555,0.07239052,45.13925,0.82996595,23.977684,-7.912974,34.295345,3.0978534,49.753662,-2.3767374,49.516445,0.7573144,45.915318,00
00.00706.wav,40000,0.33562082,0.08397781,0.2897467,0.0042347554,2026.7897761364495,718960.5180969323,2410.579301249882,201925.10429433428,4404.8858642578125,3230030.5826123804,0.082313820167824,0.0027983836134683,8.6639135e-05,0.046700023,123.046875,-39.13924,2070.0198,106.207726,1198.2728,15.692518,310.43518,25.192274,206.09206,6.1133447,165.79973,16.28164,151.5882,6.5925326,71.76962,-1.4537035,90.7341,7.7593174,85.909996,6.674865,63.200718,-11.265355,63.687283,0.47218987,43.026653,-6.036257,72.10622,2.6763022,59.6916,-5.206707,58.09937,-3.0235882,38.376686,-0.29875198,48.65551,1.3570703,108.30604,7.207195,138.79797,4.4167423,54.837986,00
00.00048.wav,40000,0.3194991,0.09344023,0.26281282,0.0068156156,3010.148293137305,999446.1289665252,2826.020235521747,244911.0252807086,6225.288899739583,4027220.840586556,0.1492399992766203,0.0083746066258195,-5.9901526e-05,0.041406732,83.35433467741936,-43.15257,2428.8286,66.21464,806.59247,-2.326459,558.581,19.922756,498.15445,17.432915,240.06609,-10.70636,274.54272,15.309272,246.5648,7.1058025,216.4568,-2.6699529,104.035515,5.495999,110.45397,-13.284279,161.46893,1.7152551,120.7904,-5.0137143,99.950645,2.816448,91.46504,-1.9195328,113.70121,-0.787457,112.184845,1.6137451,155.80673,3.8122919,190.16168,1.4936928,108.6499,7.0155754,153.69746,00
00.00276.wav,40000,0.1912907,0.09401039,0.10542684,0.0006848939,2524.528321545478,493000.37278488127,2784.8568315498323,220581.39131970808,5850.6011962890625,3347314.6739508957,0.0850355360243055,0.0022975581203713,5.350156e-07,0.009540098,89.10290948275862,-171.71341,1872.0381,74.60024,203.65086,-14.19879,254.42336,-15.94784,248.44531,-11.979726,253.17569,-16.552103,168.04471,-10.257331,102.30651,-13.955051,80.36317,-7.2499723,138.83311,-18.75535,58.452972,-13.791142,112.63934,-15.986647,71.25318,2.55254,136.60384,-0.49264577,148.17836,-7.3583293,212.65036,4.860153,190.87318,2.6199753,226.09021,6.1354733,397.81665,-5.3480835,140.9192,-2.7708004,86.4924,00
00.00510.wav,40000,0.29462075,0.089971446,0.27018437,0.0038640003,2006.5687109033772,637340.9357810365,2435.081684659403,136699.49354316614,4392.9229736328125,2866129.277711734,0.0808512369791666,0.0033417746976569,-9.759727e-05,0.050556596,117.45383522727272,-55.330807,2395.7017,102.126656,972.54675,14.820397,282.5164,28.902575,168.33263,12.696465,264.1827,12.093068,117.08212,2.6040328,119.5692,13.554313,101.412125,-7.9231405,80.04474,5.124531,75.88236,-6.003729,49.434074,0.7878619,44.21622,8.555874,62.100628,8.03546,61.129803,5.35358,43.09179,6.5646725,49.094654,-0.58417916,26.06827,1.5143005,116.57736,-6.1268687,62.04174,0.87236285,35.24474,00
00.00504.wav,40000,0.29494706,0.08457284,0.16923505,0.001811211,1513.6208034077029,202296.46346271943,1982.1259812152327,144862.57066428068,3275.5391438802085,1263501.445646915,0.0617427119502314,0.0008251506308878,8.557785e-06,0.027463002,198.76802884615384,-132.18558,3132.3699,122.45866,581.7177,-2.6346102,200.38571,42.653854,93.93675,6.1339803,72.85018,14.918687,44.008564,0.9869756,49.40512,2.1750975,52.94134,-7.0222235,35.90727,-4.550977,44.66408,-7.1769433,48.934147,-10.665282,75.43756,-3.840346,53.77391,-0.01872317,51.438362,1.9102111,74.73951,-1.8839437,64.518364,6.621131,68.26778,-2.0965438,115.92787,-4.5805516,107.06398,-10.13913,107.005165,00
00.00262.wav,40000,0.3650515,0.08944175,0.32768944,0.0053410055,2688.1631478603445,395378.970071248,2906.6061419540383,85018.30324841107,6248.3673095703125,1486997.0773812383,0.102161548755787,0.0019083463309641,8.432948e-05,0.057632003,103.359375,3.931655,2038.4236,75.76891,317.42154,20.303589,223.67542,28.072826,143.48576,6.617875,98.71694,12.349822,103.44999,6.293276,56.826027,5.541965,57.34463,4.4132977,51.691586,7.3066707,40.180733,-0.08095504,40.817295,5.357935,40.60552,0.65757567,43.584652,2.2919905,50.855488,-3.7405577,26.017815,0.17854239,35.423973,-3.6559122,61.824165,0.7091027,51.11555,0.05050942,65.80976,3.1327317,38.397526,00
00.00538.wav,40000,0.28810623,0.09092977,0.1629756,0.0017664789,2137.8219396979657,436800.21827045496,2436.7088417306454,188359.2897039897,4532.9884847005205,2419131.0326247993,0.0918217411747685,0.0018345144499394,3.6608126e-05,0.017814808,112.34714673913044,-85.17425,1509.9539,104.53922,549.4604,0.19719145,279.01556,15.93932,133.9555,4.8455076,145.69775,0.65792984,88.50541,3.0891633,145.54094,1.9017832,99.28637,-7.549511,91.427216,6.796287,111.690636,-5.691158,43.85037,-0.86376804,42.573883,-2.3608868,61.43221,-0.71289396,53.017822,-6.7837977,54.525337,-0.7306796,72.58433,-7.8785715,24.732332,-3.0365374,77.10639,-6.1772866,54.162327,-1.9429946,82.15085,00
00.00302.wav,40000,0.31878993,0.08919862,0.2953421,0.0021437872,2010.741468343098,833053.4402829818,2319.4630266560935,153578.02139465234,4292.185465494792,2696197.2575344974,0.0886185257523148,0.0048954464566723,-4.064193e-05,0.056813274,78.30255681818181,-49.325497,1467.8865,103.05148,915.1309,14.435078,462.09064,28.658447,89.409485,5.4967256,128.16444,14.583645,105.70535,-11.216524,107.99127,13.577657,83.01906,-1.7616643,115.987434,6.5908427,127.14489,1.8163023,68.4002,0.36215946,65.27412,1.1579278,52.14199,5.606324,121.86588,1.0522847,47.429863,-1.8907838,68.893036,-1.8246155,37.211235,2.6659524,80.72997,-3.8038173,60.97265,11.3354225,101.6291,00
00.00464.wav,40000,0.22638816,0.084667,0.039686475,0.0006031713,1978.517496931281,329168.18093099474,2377.8986680808644,359631.35961260094,4279.225667317708,3285304.9167452585,0.0912023473668981,0.0022157041818434,6.824408e-06,0.0019464154,184.5703125,-272.9527,7564.397,111.084564,836.18866,1.9290819,262.19852,10.973807,196.32707,-6.4470286,117.77337,-3.5151808,148.34975,-4.8489103,132.16496,-6.7892814,81.312996,-2.364479,129.30128,-9.77242,97.03919,-3.5739195,78.97443,8.116579,66.759895,-2.297541,153.5859,0.12381038,49.09625,1.4917289,76.012886,-3.446004,25.70714,-2.9012957,49.74074,-12.20251,83.742096,-8.709857,50.96809,-17.732548,169.4162,00
00.00470.wav,40000,0.31583348,0.09084174,0.24022943,0.002855236,1907.438861324326,863314.1272823107,2482.0703166727963,206019.4682524025,4262.577311197917,3879758.6868041097,0.0607774522569444,0.0024411257034466,-3.6865986e-05,0.04112343,143.5546875,-103.38453,2732.5093,98.32843,1238.3805,35.188786,293.26724,34.38011,252.54318,9.803955,163.46332,16.62532,145.5323,3.7330244,120.42945,1.0194792,130.98018,-2.4465718,99.262764,8.550639,61.800312,-1.6726125,69.85865,-1.6032715,61.26091,0.020499194,34.889275,1.8174034,42.10779,-6.0533504,26.936134,-2.5478072,51.681545,-5.7081356,29.587893,-0.35247633,46.072563,-7.570951,41.51954,-3.318907,24.80598,00
00.00316.wav,40000,0.25735435,0.09196127,0.11539539,0.0016668822,1827.2229755946153,913873.1205456476,2060.421982507108,209398.5850971763,3484.0922037760415,2921145.416196022,0.0760158962673611,0.0045776554371839,1.8467757e-05,0.010257542,135.99917763157896,-163.62013,2313.092,119.67419,2013.7211,-8.118403,398.53806,25.915323,263.7004,11.869017,168.85167,-5.268577,214.0384,-3.4590557,104.55866,-15.804158,95.090996,-11.283742,134.63632,1.3274171,80.8582,-18.59064,83.287415,-2.6635993,42.19299,-18.217789,50.643635,-4.242287,63.49147,-7.971341,27.83041,-7.6993275,59.904644,-2.864989,80.2089,3.1940594,165.4713,3.3852642,110.66889,7.9106374,88.70176,00
00.00458.wav,40000,0.24566637,0.09751072,0.104280576,0.0022934915,1400.4958257804435,706112.6552019258,1948.6040477269837,261151.53009153748,2726.093546549479,3872692.034392514,0.0451501916956018,0.0030565921610683,-1.19290235e-05,0.010983839,80.74951171875,-241.08165,5027.2246,127.899025,1807.0813,10.503746,381.01636,20.525753,235.83034,6.68173,447.31473,-3.8303726,119.76557,-8.188226,95.89728,-0.3796627,176.90028,-8.154119,113.47392,-4.0089436,82.18297,-20.22015,70.37211,-14.2446,90.316696,-5.4247518,46.90472,-6.9874563,83.09237,0.21826698,44.502876,-5.550497,56.857525,-10.52736,72.725555,-6.078546,49.068478,-9.74175,38.4347,-7.88501,33.682415,00
00.00666.wav,40000,0.3332082,0.095474176,0.1869323,0.0072704675,3040.493787532996,608587.4140778166,2993.0478158241563,135683.35876617246,6847.4090576171875,1916960.4521151632,0.1209061234085648,0.003676517259723,-5.726266e-05,0.025744744,99.38401442307692,-75.917625,6413.071,63.3711,494.79358,15.910931,472.8789,13.957212,567.84247,4.8853393,118.855484,10.73852,87.89682,-5.6929164,210.44267,3.555976,194.45653,-2.431896,42.757515,2.625801,80.21855,-7.212287,109.871796,4.920062,35.167675,0.33961296,50.360287,-2.4803832,66.56286,2.3249373,54.967636,-0.17009248,39.908646,-8.280028,37.98648,-0.6496848,41.79677,-6.1807117,42.96667,-3.5524461,67.816154,00
00.00100.wav,40000,0.22900777,0.09625901,0.1511187,0.0038721117,2211.574654983752,509409.3654815716,2619.8862563005296,150689.1997232384,4791.6859944661455,3507214.3645574236,0.083168312355324,0.0014230825967667,-0.00017449976,0.023208475,135.99917763157896,-135.97849,1385.4196,100.783264,668.6609,-0.8098686,250.94238,0.621751,265.5196,8.04948,272.19135,-19.26216,217.84921,1.6317798,102.259514,-11.583165,122.28521,-7.606259,77.6951,9.625209,141.2237,-22.216341,76.1315,6.764646,61.1903,-11.528334,97.74085,-3.5043583,77.66914,-3.1069748,96.61791,2.6210065,92.39283,10.0029125,74.23379,14.993276,128.44395,4.127967,110.74219,6.010214,136.98567,00
00.00114.wav,40000,0.28312072,0.083177745,0.17858335,0.0028655613,2427.9395107863934,201782.25554874685,2514.2438513719308,103163.07175933463,5191.1468505859375,1169466.6972663254,0.1082673249421296,0.0010453665984183,-6.5577085e-05,0.022730367,86.1328125,-61.01944,2529.555,81.2389,277.58716,-2.1292038,317.76343,34.875366,126.752975,-0.7597026,89.78863,5.6630454,103.04955,-2.9695456,80.39012,-1.520214,56.21097,0.37895817,62.663143,7.498022,73.82394,-1.9356898,83.67789,4.726783,42.2601,-4.1050625,34.61308,2.8781092,51.429424,0.9989863,67.513626,1.7759987,56.123104,-2.0326912,51.673992,4.2968044,40.88005,-2.1471903,25.617098,8.168966,75.3263,00
